"Draw","Date","Winning_Number_1","Winning_Number_2","Winning_Number_3","Winning_Number_4","Winning_Number_5","Winning_Number_6","Additional_Number_","From_Last","Odd","Even","_1-10","_11-20","_21-30","_31-40","_41-50","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3450","18/2/2019","25","26","29","31","46","49","21","","4","2","0","0","3","1","2","0","0","1","340092","92","2542","321","398","5966","50","8196","25","111310","10","0","340092","233864","127758","298300","204900","1113100","125886","2318014"
"3449","14/2/2019","2","10","12","20","24","32","31","10","0","6","2","2","1","1","0","2","693261","3","97300","219","917","328","334","9825","50","9854","25","152672","10","1386522","291900","200823","109552","491250","246350","1526720","172903","4253117"
"3448","11/2/2019","9","10","15","33","39","40","41","9","4","2","2","1","0","3","0","1","1516866","4","79836","113","1943","314","382","6884","50","8052","25","127759","10","1516866","319344","219559","119948","344200","201300","1277590","143127","3998807"
"3447","7/2/2019","5","7","9","11","35","49","31","","6","0","3","1","0","1","1","2","1547890","12","30928","233","1096","441","316","12999","50","12930","25","202210","10","3095780","371136","255368","139356","649950","323250","2022100","228827","6856940"
"3446","4/2/2019","6","15","21","30","46","47","34","","3","3","1","1","2","0","2","0","0","3","93539","101","1911","199","529","5151","50","6432","25","99354","10","0","280617","193011","105271","257550","160800","993540","111240","1990789"
"3445","1/2/2019","5","11","16","17","22","27","10","11","4","2","1","3","2","0","0","1","5000000","21","47771","558","1236","1666","226","27350","50","39785","25","449052","10","5000000","1003191","689688","376516","1367500","994625","4490520","518433","13922040"
"3444","28/1/2019","6","11","19","33","35","38","45","","4","2","1","2","0","3","0","1","2941606","6","61904","177","1443","390","358","9395","50","10104","25","161235","10","2941606","371424","255411","139620","469750","252600","1612350","181308","6042761"
"3443","24/1/2019","3","4","18","32","41","44","34","","2","4","2","1","0","1","2","0","0","2","123932","69","2470","230","405","4506","50","6358","25","89920","10","0","247864","170430","93150","225300","158950","899200","101085","1794894"
"3442","21/1/2019","7","38","40","45","46","47","21","","3","3","1","0","0","2","3","1","2895779","2","181388","99","2520","284","480","6100","50","8725","25","118135","10","2895779","362776","249480","136320","305000","218125","1181350","133346","5348830"
"3441","17/1/2019","5","10","22","30","42","48","13","10","1","5","2","0","2","0","2","0","0","1","246863","89","1907","189","490","4732","50","6444","25","91721","10","0","246863","169723","92610","236600","161100","917210","103176","1824106"
"3440","14/1/2019","10","13","21","27","34","40","41","13","3","3","1","1","2","2","0","1","9588137","9","107325","392","1695","875","414","21834","50","24027","25","385481","10","9588137","965925","664440","362250","1091700","600675","3854810","432619","17127937"
"3439","11/1/2019","1","2","13","18","41","47","46","1,2,41","4","2","2","2","0","0","2","0","0","9","101784","288","2187","818","420","17661","50","22364","25","340256","10","0","916056","629856","343560","883050","559100","3402560","381396","6734182"
"3438","7/1/2019","1","2","36","39","41","42","37","","3","3","2","0","0","2","2","1","1203503","1","253369","109","1599","211","451","5522","50","5503","25","90570","10","1203503","253369","174291","95161","276100","137575","905700","101917","3045699"
"3437","3/1/2019","12","22","26","37","40","47","33","","2","4","0","1","2","2","1","1","9731377","13","76332","344","1984","1080","345","19466","50","26865","25","357131","10","9731377","992316","682496","372600","973300","671625","3571310","404900","16995024"
"3436","31/12/2018","8","13","18","28","43","49","6","","3","3","1","2","1","0","2","0","0","6","85254","339","1038","755","255","14170","50","19729","25","221645","10","0","511524","351882","192525","708500","493225","2216450","256644","4474106"
"3435","27/12/2018","9","19","20","30","35","46","23","","3","3","1","2","1","1","1","0","0","2","151396","120","1735","260","437","5889","50","9099","25","116349","10","0","302792","208200","113620","294450","227475","1163490","131719","2310027"
"3434","24/12/2018","3","5","12","17","29","39","31","12,39","5","1","2","2","1","1","0","0","0","2","121045","98","1699","319","285","6815","50","8563","25","118312","10","0","242090","166502","90915","340750","214075","1183120","134109","2237452"
"3433","20/12/2018","7","12","15","30","33","39","48","15,30","4","2","1","2","1","2","0","1","4604567","4","110504","208","1461","407","408","10249","50","11745","25","184080","10","4604567","442016","303888","166056","512450","293625","1840800","206694","8163402"
"3432","17/12/2018","15","16","30","32","44","48","46","","1","5","0","2","1","1","2","0","0","2","151910","115","1817","301","379","5245","50","7227","25","100422","10","0","303820","208955","114079","262250","180675","1004220","113312","2073999"
"3431","13/12/2018","3","11","18","23","38","47","7","","4","2","1","2","1","1","1","0","0","1","223547","119","1292","293","287","5314","50","8972","25","90603","10","0","223547","153748","84091","265700","224300","906030","105302","1857416"
"3430","10/12/2018","4","10","14","26","39","44","48","","1","5","2","1","1","1","1","1","2520863","4","76683","139","1518","286","403","6729","50","7424","25","119119","10","2520863","306732","211002","115258","336450","185600","1191190","133702","4867095"
"3429","6/12/2018","5","9","16","18","23","47","19","5","4","2","2","2","1","0","1","0","0","1","223977","117","1317","452","186","6271","50","10350","25","107025","10","0","223977","154089","84072","313550","258750","1070250","124216","2104688"
"3428","3/12/2018","5","6","7","29","37","38","23","","4","2","3","0","1","2","0","1","1085425","2","114256","111","1416","314","273","5921","50","9458","25","105357","10","1085425","228512","157176","85722","296050","236450","1053570","121164","3142905"
"3427","29/11/2018","4","11","19","25","40","44","1","","3","3","1","2","1","1","1","1","2469422","7","41616","139","1441","366","299","6861","50","10282","25","121135","10","2469422","291312","200299","109434","343050","257050","1211350","138791","4881917"
"3426","26/11/2018","16","22","28","31","38","46","33","","1","5","0","1","2","2","1","0","0","2","114286","75","2096","182","471","4260","50","5486","25","78421","10","0","228572","157200","85722","213000","137150","784210","88426","1605854"
"3425","22/11/2018","11","17","20","21","27","30","33","","4","2","0","3","3","0","0","1","2443241","5","57208","266","740","378","284","9608","50","9019","25","140956","10","2443241","286040","196840","107352","480400","225475","1409560","160233","5148908"
"3424","19/11/2018","2","9","14","36","46","48","5","36","1","5","2","1","0","1","2","0","0","1","228331","64","2453","187","458","4179","50","6825","25","76720","10","0","228331","156992","85646","208950","170625","767200","87976","1617744"
"3423","15/11/2018","21","25","27","36","39","44","18","21","4","2","0","0","3","2","1","1","1065842","3","74796","76","2030","207","407","3856","50","6332","25","73551","10","1065842","224388","154280","84249","192800","158300","735510","84026","2615369"
"3422","12/11/2018","4","12","21","34","41","47","33","","3","3","1","1","1","1","2","1","1114830","2","117351","113","1428","240","367","4881","50","6176","25","83828","10","1114830","234702","161364","88080","244050","154400","838280","95241","2835706"
"3421","8/11/2018","8","13","16","26","28","38","46","8,28","1","5","1","2","2","1","0","1","4823063","3","151468","248","1260","481","355","12128","50","12475","25","205591","10","4823063","454404","312480","170755","606400","311875","2055910","230927","8734887"
"3420","5/11/2018","3","8","14","28","43","49","26","28","3","3","2","1","1","0","2","0","0","3","186993","113","2006","308","402","6439","50","8737","25","125934","10","0","560979","226678","123816","321950","218425","1259340","141534","2711188"
"3419","1/11/2018","6","27","28","41","44","48","15","6,28","2","4","1","0","2","0","3","0","0","0","0","53","3002","162","536","3549","50","5374","25","72919","10","0","0","159106","86832","177450","134350","729190","82057","1286928"
"3418","29/10/2018","2","6","10","20","28","31","30","","1","5","3","1","1","1","0","2","543019","4","57160","239","658","477","180","9128","50","10622","25","127539","10","1086038","228640","157262","85860","456400","265550","1275390","148011","3555140"
"3417","25/10/2018","7","8","13","15","35","48","30","48","4","2","2","2","0","1","1","2","4494271","11","81799","412","1502","975","347","19896","50","27159","25","362858","10","8988542","899789","618824","338325","994800","678975","3628580","411313","16147835"
"3416","22/10/2018","5","22","24","40","43","48","2","5,48","2","4","1","0","2","1","2","0","0","3","155928","178","1807","420","418","8552","50","12894","25","165499","10","0","467784","321646","175560","427600","322350","1654990","187546","3369930"
"3415","18/10/2018","5","14","17","31","46","48","47","48","3","3","1","2","0","1","2","0","0","1","290852","82","2439","257","425","5169","50","6990","25","100345","10","0","290852","199998","109225","258450","174750","1003450","112844","2036725"
"3414","15/10/2018","1","4","24","32","35","48","20","1,24","2","4","2","0","1","2","1","0","0","2","116955","68","2365","185","475","3755","50","5209","25","74954","10","0","233910","160820","87875","187750","130225","749540","84173","1550120"
"3413","11/10/2018","1","16","18","24","29","46","35","18","2","4","1","2","2","0","1","1","2526098","2","145510","106","1888","272","402","5384","50","6912","25","107368","10","2526098","291020","200128","109344","269200","172800","1073680","120045","4642270"
"3412","8/10/2018","17","18","23","39","43","49","2","23","5","1","0","2","1","1","2","0","0","1","240792","69","2400","201","450","3897","50","5813","25","77444","10","0","240792","165600","90450","194850","145325","774440","87425","1611457"
"3411","4/10/2018","5","12","23","32","37","42","43","23,32","3","3","1","1","1","2","1","2","549348","2","115653","87","1828","194","448","5384","50","5747","25","91397","10","1098696","231306","159036","86912","269200","143675","913970","102813","2902795"
"3410","1/10/2018","11","15","23","24","32","40","43","","3","3","0","2","2","2","0","1","2627854","9","36283","181","1241","357","343","8705","50","8649","25","136876","10","2627854","326547","224621","122451","435250","216225","1368760","154778","5321708"
"3409","27/9/2018","2","25","29","33","42","45","20","29","4","2","1","0","2","1","2","0","0","1","226691","57","2735","224","380","3877","50","5521","25","74467","10","0","226691","155895","85120","193850","138025","744670","84147","1544251"
"3408","24/9/2018","6","8","17","24","29","47","34","","3","3","2","1","2","0","1","0","0","13","749202","382","1636","908","376","22062","50","25749","25","394850","10","0","9739626","624952","341408","1103100","643725","3948500","443964","16401311"
"3407","20/9/2018","5","12","18","30","32","38","22","","1","5","1","2","1","2","0","0","0","3","142152","236","1243","436","367","10613","50","12807","25","185413","10","0","426456","293348","160012","530650","320175","1854130","209508","3584771"
"3406","17/9/2018","16","21","22","24","25","27","1","16","3","3","0","1","5","0","0","0","0","5","59770","208","988","341","329","7414","50","8575","25","120372","10","0","298850","205504","112189","370700","214375","1203720","136915","2405338"
"3405","13/9/2018","6","16","17","40","44","48","34","6,40","1","5","1","2","0","1","2","0","0","2","112676","56","2767","150","564","3778","50","4743","25","74272","10","0","225352","154952","84600","188900","118575","742720","83001","1515099"
"3404","10/9/2018","2","6","9","15","40","43","18","2,15","3","3","3","1","0","1","1","1","1105314","4","58175","78","2052","285","307","5631","50","8521","25","104677","10","1105314","232700","160056","87495","281550","213025","1046770","119197","3126910"
"3403","6/9/2018","2","15","17","20","23","30","45","","3","3","1","3","2","0","0","1","2492871","2","144584","171","1163","247","440","8359","50","7418","25","133546","10","2492871","289168","198873","108680","417950","185450","1335460","149744","5028452"
"3402","3/9/2018","4","5","13","18","39","40","3","40","3","3","2","2","0","2","0","0","0","2","117825","97","1671","284","312","5091","50","8544","25","93096","10","0","235650","162087","88608","254550","213600","930960","107114","1885455"
